CustomerID,Age,Gender,Marital Status,Education Level,Occupation,Income Level,Interactions with Customer Service,Customer Preferences,Preferred Contact Time,Preferred Language
17430,66,Female,Separated,Master's Degree,Doctor,123145,Mobile App,Email,Anytime,French
17431,25,Male,Divorced,Associate Degree,Artist,85116,Email,In-Person Meeting,Afternoon,Spanish
17442,57,Female,Married,Associate Degree,Salesperson,98213,Mobile App,In-Person Meeting,Morning,Mandarin
17446,42,Male,Separated,Bachelor's Degree,Salesperson,35612,Chat,Text,Weekends,Spanish
17449,31,Male,Separated,Associate Degree,Doctor,82620,Mobile App,Phone,Weekends,Spanish
17450,25,Female,Widowed,Associate Degree,Doctor,112247,In-Person,In-Person Meeting,Anytime,German
17454,46,Female,Separated,Associate Degree,Nurse,116956,Chat,Text,Anytime,German
17456,55,Male,Widowed,Bachelor's Degree,Manager,123220,Phone,Mail,Morning,French
17457,32,Female,Married,Associate Degree,Teacher,32302,Mobile App,In-Person Meeting,Evening,German
17460,65,Male,Divorced,Doctorate,Artist,69140,Mobile App,Email,Evening,English
17463,20,Female,Widowed,Associate Degree,Nurse,42851,Email,Text,Evening,French
17470,25,Male,Married,Doctorate,Salesperson,82036,Chat,In-Person Meeting,Anytime,Mandarin
17491,43,Male,Divorced,Master's Degree,Artist,146718,Email,Phone,Afternoon,German
17496,27,Male,Divorced,Master's Degree,Doctor,146905,Mobile App,Mail,Anytime,Mandarin
17504,30,Female,Separated,Associate Degree,Manager,69103,Mobile App,Email,Afternoon,Spanish
17507,30,Female,Single,Associate Degree,Manager,25537,Mobile App,In-Person Meeting,Weekends,Spanish
17511,69,Female,Married,Bachelor's Degree,Artist,114236,Mobile App,Mail,Weekends,Spanish
17515,31,Female,Separated,Doctorate,Entrepreneur,108198,Mobile App,In-Person Meeting,Evening,English
17517,37,Male,Divorced,Associate Degree,Doctor,54126,Phone,Text,Morning,German
17519,69,Female,Married,Associate Degree,Doctor,65872,Mobile App,Email,Afternoon,German
17524,39,Male,Single,Associate Degree,Nurse,120448,Chat,Phone,Afternoon,German
17525,21,Female,Separated,Master's Degree,Entrepreneur,141568,Chat,Phone,Evening,Spanish
17526,69,Female,Widowed,Doctorate,Engineer,39113,Phone,Phone,Morning,French
17530,52,Female,Separated,Master's Degree,Artist,35773,Chat,Mail,Morning,German
17540,54,Female,Single,Master's Degree,Doctor,52115,Mobile App,In-Person Meeting,Evening,German
17547,48,Male,Divorced,Doctorate,Teacher,25988,Email,Text,Morning,Spanish
17548,48,Female,Divorced,Bachelor's Degree,Teacher,107359,Email,Text,Evening,Mandarin
17551,21,Male,Married,Bachelor's Degree,Teacher,28307,Phone,Email,Evening,English
17552,39,Male,Single,High School Diploma,Doctor,106047,Chat,Text,Anytime,English
17555,37,Female,Widowed,Bachelor's Degree,Artist,84485,Email,Phone,Afternoon,Mandarin
17560,67,Male,Married,Bachelor's Degree,Salesperson,82724,Chat,Email,Weekends,French
17567,68,Male,Widowed,High School Diploma,Nurse,87337,In-Person,Phone,Weekends,English
17569,60,Male,Married,Doctorate,Artist,75624,Chat,Mail,Morning,Mandarin
17572,54,Male,Married,Master's Degree,Doctor,66068,In-Person,Phone,Weekends,Mandarin
17576,33,Female,Married,Master's Degree,Engineer,54241,Phone,Email,Morning,French
17580,32,Male,Married,Doctorate,Manager,29689,Mobile App,In-Person Meeting,Evening,English
17581,70,Male,Married,Bachelor's Degree,Manager,116189,Phone,Phone,Weekends,English
17585,35,Female,Divorced,High School Diploma,Artist,107072,Mobile App,Email,Morning,English
17591,70,Male,Single,Bachelor's Degree,Artist,138230,Phone,In-Person Meeting,Anytime,French
17593,31,Female,Married,High School Diploma,Lawyer,49321,Chat,Email,Weekends,Spanish
17596,38,Male,Widowed,High School Diploma,Engineer,131241,Chat,Mail,Afternoon,English
17602,54,Male,Divorced,High School Diploma,Salesperson,50139,Mobile App,Email,Morning,English
17604,37,Male,Separated,Master's Degree,Entrepreneur,109704,In-Person,Email,Afternoon,Spanish
17609,29,Male,Married,High School Diploma,Engineer,22757,Mobile App,Text,Anytime,English
17611,49,Female,Divorced,Doctorate,Artist,144602,Phone,In-Person Meeting,Anytime,German
17616,54,Male,Separated,Master's Degree,Doctor,82147,Phone,Mail,Anytime,French
17618,58,Female,Divorced,Master's Degree,Teacher,58840,Chat,Text,Morning,Spanish
17619,55,Female,Separated,Associate Degree,Nurse,136166,Chat,Mail,Morning,French
17621,57,Female,Widowed,Bachelor's Degree,Teacher,34632,Mobile App,Email,Morning,English
17629,70,Female,Single,Doctorate,Teacher,111165,In-Person,Text,Morning,Spanish
17633,48,Female,Divorced,Associate Degree,Teacher,95165,Email,Mail,Afternoon,Spanish
17634,56,Male,Separated,Doctorate,Teacher,114425,Phone,Mail,Anytime,French
17643,53,Male,Married,Master's Degree,Doctor,76843,In-Person,Email,Weekends,Mandarin
17644,39,Male,Single,High School Diploma,Artist,106966,Phone,Email,Weekends,English
17646,39,Male,Widowed,High School Diploma,Salesperson,55172,Email,Text,Weekends,French
17655,25,Male,Divorced,Bachelor's Degree,Nurse,87943,In-Person,In-Person Meeting,Anytime,German
17659,26,Female,Married,High School Diploma,Artist,37298,Phone,Text,Anytime,Mandarin
17671,31,Male,Divorced,High School Diploma,Salesperson,35225,Email,Mail,Weekends,French
17672,57,Male,Single,Associate Degree,Entrepreneur,56281,Phone,Phone,Evening,German
17673,51,Female,Married,Doctorate,Artist,91308,Phone,Text,Weekends,English
17674,26,Female,Separated,Doctorate,Lawyer,69095,Email,Mail,Afternoon,German
17675,19,Female,Divorced,Associate Degree,Manager,53342,Email,Text,Evening,English
17676,31,Female,Married,Associate Degree,Nurse,27704,Phone,Text,Evening,German
17677,37,Male,Divorced,Associate Degree,Engineer,108143,In-Person,Text,Afternoon,French
17682,21,Male,Widowed,Bachelor's Degree,Engineer,96978,Chat,Mail,Anytime,German
17685,68,Male,Married,High School Diploma,Entrepreneur,69328,Mobile App,Email,Anytime,Mandarin
17690,64,Male,Separated,Doctorate,Engineer,64700,Chat,Text,Afternoon,Mandarin
17691,51,Female,Married,Associate Degree,Artist,97678,Chat,Text,Morning,English
17692,69,Female,Single,Master's Degree,Lawyer,39964,Phone,Email,Morning,German
17696,55,Male,Widowed,Bachelor's Degree,Artist,111104,Phone,Email,Afternoon,Mandarin
17700,35,Female,Single,High School Diploma,Doctor,27496,Mobile App,Mail,Anytime,French
17702,19,Male,Married,Master's Degree,Salesperson,44504,In-Person,Email,Afternoon,Spanish
17706,40,Female,Widowed,High School Diploma,Artist,33400,Mobile App,Email,Evening,French
17707,33,Female,Widowed,Associate Degree,Manager,134182,Email,Text,Weekends,Spanish
17708,67,Male,Widowed,Bachelor's Degree,Artist,52886,Chat,In-Person Meeting,Weekends,Spanish
17714,26,Female,Single,Bachelor's Degree,Doctor,121559,In-Person,In-Person Meeting,Evening,Mandarin
17720,47,Male,Separated,High School Diploma,Salesperson,83612,Chat,Text,Weekends,German
17722,47,Male,Single,High School Diploma,Artist,116455,Mobile App,Email,Morning,French
17730,43,Male,Divorced,Doctorate,Doctor,148060,Email,Phone,Afternoon,French
17732,45,Male,Divorced,Master's Degree,Doctor,25078,Email,Email,Afternoon,French
17735,58,Female,Single,Associate Degree,Engineer,61576,Mobile App,Mail,Morning,French
17739,45,Female,Single,Master's Degree,Lawyer,104800,Chat,Text,Morning,English
17742,43,Male,Single,Master's Degree,Salesperson,74543,Chat,Text,Morning,French
17744,37,Male,Divorced,Associate Degree,Manager,123132,In-Person,Text,Weekends,Mandarin
17752,60,Female,Widowed,Associate Degree,Artist,144083,Mobile App,Email,Afternoon,German
17757,48,Female,Divorced,Bachelor's Degree,Salesperson,92807,Chat,Email,Afternoon,German
17760,62,Male,Widowed,High School Diploma,Salesperson,77078,Chat,Mail,Anytime,Spanish
17769,37,Female,Divorced,High School Diploma,Artist,35231,Mobile App,Phone,Weekends,German
17771,48,Male,Divorced,Associate Degree,Artist,122759,Phone,Text,Afternoon,Mandarin
17786,21,Female,Married,Associate Degree,Entrepreneur,121107,In-Person,Mail,Evening,French
17787,20,Female,Married,Master's Degree,Lawyer,118627,In-Person,Phone,Weekends,English
17790,53,Female,Single,Associate Degree,Lawyer,57194,Phone,Email,Anytime,French
17796,63,Male,Divorced,High School Diploma,Salesperson,51096,Chat,Email,Weekends,Spanish
17799,58,Male,Married,Doctorate,Doctor,84346,Mobile App,Phone,Weekends,Spanish
17800,68,Male,Divorced,Associate Degree,Lawyer,99099,In-Person,In-Person Meeting,Morning,French
17802,64,Male,Widowed,High School Diploma,Manager,145422,Mobile App,Phone,Morning,English
17809,35,Male,Married,Master's Degree,Artist,61003,Phone,Email,Morning,English
17811,51,Male,Married,High School Diploma,Artist,124742,Email,Text,Evening,Mandarin
17812,38,Male,Single,Bachelor's Degree,Teacher,86439,Chat,Mail,Afternoon,English
17816,45,Female,Widowed,Associate Degree,Manager,49387,Email,In-Person Meeting,Weekends,French
17819,25,Female,Separated,Master's Degree,Artist,37647,Chat,Email,Anytime,German
17820,53,Male,Divorced,Doctorate,Nurse,110375,In-Person,Text,Evening,French
17827,70,Male,Married,Master's Degree,Manager,134669,Phone,Phone,Anytime,Mandarin
17838,38,Male,Single,High School Diploma,Salesperson,70348,In-Person,Phone,Anytime,English
17841,53,Female,Widowed,Master's Degree,Doctor,94222,Phone,Phone,Afternoon,German
17848,26,Male,Widowed,Master's Degree,Artist,85723,In-Person,Mail,Anytime,English
17849,49,Female,Divorced,High School Diploma,Salesperson,59061,Phone,Email,Morning,Spanish
17850,23,Female,Married,Associate Degree,Entrepreneur,70541,Phone,Email,Afternoon,English
17855,37,Male,Single,Doctorate,Artist,135417,In-Person,In-Person Meeting,Afternoon,German
17857,66,Male,Single,High School Diploma,Teacher,137444,Chat,Phone,Anytime,German
17858,64,Female,Divorced,Associate Degree,Entrepreneur,145953,Mobile App,Email,Evening,French
17860,68,Female,Divorced,Master's Degree,Artist,26451,Email,Email,Afternoon,French
17861,21,Female,Single,High School Diploma,Lawyer,48293,Chat,Email,Anytime,English
17862,64,Male,Widowed,Master's Degree,Lawyer,124371,Email,Mail,Weekends,English
17863,62,Male,Widowed,Bachelor's Degree,Entrepreneur,72139,Chat,In-Person Meeting,Evening,Mandarin
17865,49,Female,Separated,Master's Degree,Doctor,87809,Mobile App,Phone,Weekends,Mandarin
17869,41,Female,Divorced,Bachelor's Degree,Teacher,140657,Mobile App,Text,Weekends,Spanish
17870,63,Male,Separated,Bachelor's Degree,Manager,33827,Mobile App,Mail,Evening,English
17873,23,Female,Widowed,Associate Degree,Engineer,143411,Phone,In-Person Meeting,Anytime,Mandarin
17880,33,Male,Single,Master's Degree,Teacher,55732,Chat,Text,Morning,German
17884,31,Male,Divorced,Associate Degree,Manager,65752,Email,Email,Weekends,English
17888,32,Female,Single,High School Diploma,Engineer,146039,In-Person,Text,Weekends,English
17889,51,Male,Widowed,Associate Degree,Doctor,31183,In-Person,Mail,Evening,German
17890,66,Male,Widowed,Master's Degree,Engineer,34060,Email,Email,Morning,German
17894,36,Female,Married,High School Diploma,Doctor,55161,Email,Email,Evening,Spanish
17897,70,Female,Single,Master's Degree,Artist,64875,Chat,Phone,Morning,Spanish
17905,30,Female,Married,Associate Degree,Engineer,148655,In-Person,Text,Morning,French
17908,45,Female,Widowed,Bachelor's Degree,Artist,24313,Email,Email,Weekends,Spanish
17912,26,Male,Married,Bachelor's Degree,Doctor,40472,In-Person,Email,Evening,German
17913,35,Male,Married,Bachelor's Degree,Entrepreneur,23482,Mobile App,Phone,Anytime,French
17917,37,Female,Married,High School Diploma,Salesperson,62005,Chat,In-Person Meeting,Morning,English
17920,51,Female,Single,Doctorate,Engineer,107642,In-Person,Phone,Morning,German
17924,58,Male,Married,Bachelor's Degree,Lawyer,103753,Chat,Phone,Weekends,Mandarin
17925,55,Male,Single,Doctorate,Manager,122826,Chat,Email,Weekends,Mandarin
17929,50,Male,Married,Master's Degree,Salesperson,77574,Chat,In-Person Meeting,Afternoon,Spanish
17937,58,Female,Married,Doctorate,Engineer,66206,In-Person,Mail,Afternoon,German
17949,36,Female,Single,Associate Degree,Teacher,145829,Email,Text,Anytime,English
17950,33,Male,Separated,High School Diploma,Artist,92948,Email,Mail,Afternoon,Spanish
17951,51,Male,Married,Associate Degree,Nurse,46211,Chat,Mail,Weekends,French
17954,36,Male,Widowed,Master's Degree,Salesperson,118070,Mobile App,Email,Weekends,German
17961,53,Female,Separated,High School Diploma,Engineer,41080,Mobile App,In-Person Meeting,Morning,German
17964,31,Male,Divorced,High School Diploma,Doctor,143758,Chat,Mail,Weekends,Mandarin
17965,68,Male,Divorced,Doctorate,Artist,70107,Chat,Email,Morning,Spanish
17967,45,Female,Widowed,Master's Degree,Entrepreneur,76638,Chat,Mail,Weekends,German
17968,25,Female,Divorced,Bachelor's Degree,Doctor,66966,Phone,Email,Weekends,French
17969,67,Female,Separated,High School Diploma,Nurse,106737,Email,Phone,Weekends,French
17975,52,Male,Separated,Master's Degree,Lawyer,36035,In-Person,Phone,Anytime,Mandarin
17976,23,Female,Married,Associate Degree,Lawyer,88143,Mobile App,In-Person Meeting,Morning,English
17978,28,Female,Married,Bachelor's Degree,Entrepreneur,132291,Chat,Email,Evening,German
17980,55,Female,Divorced,High School Diploma,Entrepreneur,36194,Email,Mail,Anytime,Spanish
17988,45,Female,Married,Doctorate,Doctor,116520,Mobile App,In-Person Meeting,Afternoon,Mandarin
17990,35,Female,Separated,Doctorate,Nurse,117108,Chat,Mail,Evening,Spanish
17999,61,Male,Divorced,Associate Degree,Manager,41197,Phone,Text,Afternoon,French
18004,31,Female,Divorced,Doctorate,Teacher,53363,Mobile App,Email,Weekends,English
18008,31,Male,Divorced,Bachelor's Degree,Doctor,42799,Email,Email,Evening,Mandarin
18011,23,Male,Married,Associate Degree,Lawyer,25667,Chat,Text,Weekends,English
18016,25,Female,Married,Doctorate,Manager,45054,Chat,Phone,Anytime,French
18017,56,Female,Separated,Bachelor's Degree,Nurse,77913,Email,Text,Weekends,Mandarin
18032,55,Female,Married,Doctorate,Lawyer,114726,Email,Text,Weekends,English
18037,26,Female,Divorced,Associate Degree,Entrepreneur,121092,Email,Mail,Evening,Mandarin
18041,44,Male,Divorced,Associate Degree,Teacher,52823,Mobile App,Email,Evening,Mandarin
18043,31,Male,Divorced,Bachelor's Degree,Entrepreneur,124290,Phone,Phone,Morning,Mandarin
18044,41,Female,Married,Associate Degree,Teacher,89879,Phone,Phone,Evening,French
18050,63,Female,Married,Doctorate,Nurse,66992,In-Person,Email,Weekends,French
18055,48,Male,Divorced,High School Diploma,Doctor,33578,Chat,In-Person Meeting,Weekends,French
18061,65,Male,Single,Doctorate,Doctor,30781,Mobile App,Mail,Morning,French
18062,40,Female,Single,High School Diploma,Salesperson,134173,Mobile App,Mail,Afternoon,English
18065,19,Male,Divorced,Bachelor's Degree,Manager,72346,Phone,Phone,Morning,French
18069,42,Female,Widowed,High School Diploma,Salesperson,91088,Mobile App,Phone,Weekends,German
18071,64,Female,Separated,Associate Degree,Engineer,134646,In-Person,Text,Morning,German
18074,47,Female,Married,Associate Degree,Lawyer,110698,Chat,In-Person Meeting,Afternoon,German
18075,43,Female,Single,Bachelor's Degree,Salesperson,38693,Email,Text,Anytime,French
18077,29,Male,Single,Master's Degree,Lawyer,26183,Mobile App,Email,Anytime,German
18085,69,Female,Divorced,Associate Degree,Artist,105191,Email,In-Person Meeting,Anytime,Mandarin
18092,53,Male,Separated,Associate Degree,Nurse,111563,Phone,Mail,Weekends,Spanish
18095,42,Female,Widowed,Associate Degree,Salesperson,28340,Phone,Mail,Anytime,English
18097,19,Male,Single,Bachelor's Degree,Engineer,73259,Chat,Mail,Morning,German
18102,27,Male,Divorced,Bachelor's Degree,Teacher,143959,Chat,Email,Morning,German
18106,23,Male,Divorced,Associate Degree,Lawyer,116985,Chat,Email,Evening,French
18109,38,Male,Married,Doctorate,Manager,99136,Mobile App,Text,Weekends,French
18113,51,Female,Widowed,Associate Degree,Salesperson,52883,Phone,In-Person Meeting,Weekends,Mandarin
18116,40,Female,Single,Doctorate,Manager,51831,Chat,Email,Morning,French
18118,31,Male,Separated,Associate Degree,Teacher,113605,In-Person,Text,Weekends,English
18119,33,Male,Divorced,High School Diploma,Lawyer,113436,Chat,Phone,Morning,French
18125,68,Male,Separated,Doctorate,Manager,82315,In-Person,Phone,Evening,French
18136,37,Male,Married,High School Diploma,Doctor,49021,Chat,In-Person Meeting,Weekends,English
18141,51,Female,Married,Doctorate,Teacher,122379,In-Person,In-Person Meeting,Afternoon,Spanish
18144,68,Male,Separated,Master's Degree,Nurse,138557,Email,In-Person Meeting,Morning,English
18145,67,Female,Single,High School Diploma,Teacher,97299,Mobile App,Text,Morning,English
18156,70,Female,Separated,Doctorate,Engineer,127115,Chat,Email,Weekends,German
18161,53,Male,Divorced,Doctorate,Engineer,38543,In-Person,Text,Evening,German
18168,37,Female,Divorced,Bachelor's Degree,Artist,125717,In-Person,Email,Afternoon,Mandarin
18171,61,Male,Married,Bachelor's Degree,Salesperson,100289,Chat,Phone,Weekends,Mandarin
18176,42,Male,Divorced,Master's Degree,Doctor,141096,Email,Mail,Evening,French
18178,23,Female,Married,Master's Degree,Lawyer,23146,Mobile App,In-Person Meeting,Afternoon,German
18179,39,Male,Single,High School Diploma,Engineer,109580,Mobile App,Phone,Afternoon,French
18190,61,Male,Separated,Associate Degree,Salesperson,57538,In-Person,Mail,Weekends,English
18193,37,Female,Separated,Doctorate,Lawyer,50076,Mobile App,Mail,Weekends,German
18198,54,Male,Married,High School Diploma,Lawyer,114924,Phone,Mail,Morning,French
18202,55,Male,Separated,High School Diploma,Salesperson,148060,Chat,Text,Evening,English
18212,57,Male,Married,High School Diploma,Manager,34542,Chat,Text,Weekends,Mandarin
18219,37,Male,Married,Doctorate,Engineer,128946,Phone,Email,Evening,English
18223,24,Male,Married,Doctorate,Teacher,79196,Mobile App,Text,Evening,Spanish
18225,37,Female,Widowed,Master's Degree,Teacher,56568,Chat,In-Person Meeting,Morning,German
18226,46,Male,Separated,High School Diploma,Engineer,108672,Chat,In-Person Meeting,Weekends,Spanish
18229,40,Male,Widowed,Bachelor's Degree,Teacher,39132,In-Person,In-Person Meeting,Weekends,Mandarin
18230,55,Female,Divorced,Master's Degree,Manager,132944,Chat,In-Person Meeting,Morning,Mandarin
18233,68,Female,Widowed,Associate Degree,Entrepreneur,80408,Email,Mail,Afternoon,German
18239,62,Female,Divorced,Associate Degree,Engineer,137030,Chat,In-Person Meeting,Anytime,French
18245,68,Male,Divorced,High School Diploma,Salesperson,72723,In-Person,Mail,Afternoon,Mandarin
18250,20,Female,Married,Master's Degree,Lawyer,56929,Chat,Email,Morning,Spanish
18256,26,Male,Single,Bachelor's Degree,Salesperson,133831,Email,In-Person Meeting,Anytime,French
18259,47,Male,Single,High School Diploma,Artist,33237,Mobile App,Text,Evening,Mandarin
18260,36,Male,Widowed,Bachelor's Degree,Manager,125704,In-Person,Mail,Weekends,German
18269,25,Male,Divorced,Master's Degree,Artist,131321,Email,In-Person Meeting,Weekends,French
18277,21,Female,Divorced,Bachelor's Degree,Entrepreneur,39247,Chat,Mail,Afternoon,German
18283,25,Male,Married,Associate Degree,Entrepreneur,111441,Phone,Text,Evening,German
